Genes	N.Sequences	N.Proteotypic.Sequences	a2	a3	a6	a7	a4	a8	a9	a10	b2	b3	b4	b7	b8	b11	b12	b13	b1	b6	b5	b10	b9	b14	b15	b16	b19	b17	b18	b20	b21	t1	t2	t3	c1	c2	c3	c4	c5	d2	d1	d3	d4	d5	d6	d7	d8	d9	e1	e2	e3	e4	e5	e6	e7	e8	e9	e2	e10	e11	e12	e13	f1	f2	f3	f5	f4	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	v1	v2	v3	v4	v5	g1	g2	g3	g4	g5	g6	g7	h1	h2	h3	h4	h5	h6	h7	h8
TRIOBP	11	11	19989.2		13277.1	16689.6	15477.4	24788.7	9673.78							24227.0	15277.6		19150.3		18228.0	29346.6	16072.5	24880.1	29062.7	22659.0	17880.8	23331.2	19443.7	26227.5	17042.4	17506.7	22770.1	18343.7	22776.1	26279.7	13187.6		18305.1	19653.5	19693.7	16231.8	26351.1	21085.1	18119.1	20421.6	15903.1	22286.9	14236.5	16008.8	13998.0	15947.7	15994.4	8796.84		10897.0	17637.5	9597.36	21058.0	14801.7	13727.6	11012.1	15793.6	19988.3	16990.7	16020.9	17120.1	16987.5	13597.4	17835.8	11901.8	14862.0	13752.8	22298.0	20907.3	12917.0	13256.7	14166.9	12547.4	10325.9	13302.8	14377.7	13958.7	31767.9	12439.5	30572.1	16617.1	31372.4	12558.4	15263.9	21112.8	18468.0	16434.4	25770.9	20907.0	18407.3	12295.6
TRIP10	16	16	68436.6		54754.3	36482.5	57268.6	59886.0	53503.3								60405.2				61770.1	48526.9	47321.1	52540.7	62252.3	36808.2		60078.5	66367.2	43156.2		33790.2	40516.0	37678.0	36677.7		63614.6		56140.0	34301.0	45519.2			63092.2	51681.9	65241.5		61861.1	53081.1	78237.2	49703.0	100735.0	90025.5			80488.0	70671.8	50763.4	79162.5	74529.6	84090.9	64252.1	58669.2	85446.3	67808.6	66685.1	64898.3	60339.5	55180.9	61365.4	59257.5	73773.4	61277.4		70961.6	63254.6	57817.8	61353.8	71269.8	74399.7	77743.8	78591.2	87718.5	59602.6	36961.5	80038.2	66419.2	81359.1	56103.5	84932.6	74612.9	71916.3	60763.8	51689.8	85421.6	80597.0	73508.1
TRIP11	19	19	34258.4		31258.7	25605.0	18316.3	26459.0														19603.0	25835.1	24954.4	28891.3	20307.3	18892.2	36892.7	36440.4	32292.6	14861.4	29227.3	25662.4	27452.7	14801.3		15002.0		19825.3		19310.9	19646.2				26584.4			20058.9	14995.7	17141.4	22758.3	22314.2			26943.8	17881.2	15934.0	18808.6	17673.6	20477.9	17894.3	16522.6	17570.4	19431.6	17192.5	16010.3	16159.0	12638.7	16970.0	19555.4	19889.0	15006.8		22931.3	18098.8	14985.2	17498.4	16489.2	16851.3	12715.2	18531.3	16197.8	26303.2		17776.8	21434.2	22898.8	18042.6	25641.3	22280.5	25790.3	17605.7	18670.9	14675.1	16977.1	23484.4
TRIP12	33	33	407327.0		384905.0	382184.0	264608.0	315443.0													277562.0	315706.0	263476.0	295394.0	452300.0	279345.0	371899.0	439775.0	361047.0	417407.0	318955.0	379691.0	368451.0	388516.0	259406.0		572209.0	501733.0	570494.0	408016.0	522955.0	568110.0	415365.0	525077.0	380689.0	499152.0	381420.0	507571.0	434729.0	507726.0	396409.0	521269.0	454120.0	235990.0		645249.0	634586.0	352411.0	403294.0	346052.0	471139.0	348014.0	356354.0	557375.0	395130.0	413118.0	446192.0	473999.0	409149.0	395394.0	448070.0	378727.0	339861.0	238790.0	458698.0	456392.0	416744.0	377539.0	408979.0	328292.0	400966.0	399296.0	398701.0	486661.0	409509.0	449259.0	448225.0	419551.0	558562.0	542146.0	497772.0	549086.0	478386.0	499441.0	479074.0	446194.0	403741.0
TRIP13	16	16	84788.2		56283.2	52932.5	54236.7	60276.5	99127.9								95914.9					104372.0	71014.8	57980.4	85817.7	57539.3	35432.6	89731.3	78354.8	56531.8	53452.2	72234.6	90813.7	100015.0	54385.5				76923.8		49843.7	43246.8		67155.4		42245.1			191994.0	194491.0	183152.0	245293.0	240412.0	161423.0		145387.0	268922.0	184173.0	134961.0	235224.0	256623.0	163878.0	224354.0	152381.0	168893.0	178987.0	277910.0	224237.0	230299.0	222364.0	181859.0	237025.0	213287.0	77383.5	177009.0	197363.0	275054.0	220004.0	212644.0	209783.0	251064.0	261546.0	63069.7	49946.1	54388.7	49834.3	166081.0	44068.8	242753.0		56064.3	144649.0	181265.0	152257.0	127060.0	121390.0	242512.0
TRIP4	8	8	12100.7		14382.6																			9243.82				14515.6	8737.0	10478.8		9882.84	9212.34								10513.3	11048.6				12903.5			7636.0				12158.8			15033.4	9767.98		8278.27	10571.5	12651.1		16302.3	12302.4	10779.7	10914.4	5196.84	11226.4	15030.0	10700.0	12353.5	9553.2	15756.2		9979.53	11291.9		16743.7	9111.61	11437.5	10289.8	10896.9		8923.0			13737.2	11300.1	12424.3	15799.8	9695.65	13781.8	8228.94			7259.6	
TRIP6	10	10	418905.0		205500.0	354077.0	291077.0	287138.0	186581.0								517907.0		610862.0		309604.0	599447.0	425588.0	348476.0	433705.0	451221.0	350535.0	507075.0	355962.0	439703.0	345957.0	371238.0	333150.0	467218.0	223795.0		148340.0	203892.0	227315.0	244072.0	271378.0	212414.0	247234.0	352356.0	168543.0	238348.0	246330.0	246867.0	445561.0	271968.0	345326.0	276327.0	406394.0	306557.0		351147.0	430740.0	330182.0	350079.0	362458.0	420508.0	410638.0	370665.0	427173.0	349350.0	490941.0	452440.0	472109.0	468162.0	462619.0	496376.0	421477.0	399822.0	354719.0	326604.0	329507.0	295630.0	383979.0	403183.0	353392.0	260161.0	313607.0	176061.0	268762.0	198338.0	309670.0	229201.0	301029.0	396422.0	316178.0	200763.0	262307.0	390805.0	345570.0	306341.0	317863.0	356689.0
TRIQK	1	1																						45196.2			54654.2	34623.9	71730.6	49116.3		15496.9							50514.3	67105.2	30687.1	42488.4				32342.4	46137.4		48712.3			46095.1	54640.7			60689.4	64239.4	44394.7	37310.9	65465.0	39574.0	62457.7			52952.7		35306.2	33596.5	12847.8		34696.0		19971.7	48607.3	40573.3	41286.6		25043.2	54455.8	25968.1		45424.2				37115.6	30406.0	31535.9					25118.5	24157.0			
TRIR	3	3	7811.97			22611.2		11427.1					30649.1				28548.4						8847.82	10639.1	11991.0	19251.3		18895.1	17891.0	14019.6	13490.0	6970.83	21947.9				18744.7				12365.9	29539.9		14389.6		6612.88			8570.9			14792.8	17831.9				16343.5	17234.4	8532.66	18583.1	18112.6	24964.6		12917.1	14880.0	11559.0	12081.6	16176.9	11683.6	12551.2	13160.3	15384.2	17108.6		16540.6	27703.4	23848.1	22609.3	14812.4	11809.0	12034.7	18003.2	12694.3			21555.9	16358.5	14003.1	15517.5		8610.41	16011.8	13378.0			12299.0	12854.8
TRIT1	1	1																												1726.38												3045.94							4864.91			5939.36					6378.83			5523.04		5612.28			6195.94		2913.36	4466.75	7613.46	2919.21	3890.27	5024.62				4511.46			5778.27					9692.5	6794.41							5490.59					
TRMT1	14	14	50937.0		81331.2	50062.9	48039.0	50426.3	59899.8								21431.3					44730.0	22752.3	36001.3	37934.2	25182.2	36444.1	27421.4	33437.3	37294.5		53067.8	34648.6	37407.0			27226.5		37703.0	38034.5	29517.6	36489.8	48113.0	32236.6	34379.5	35352.9	19861.0	19374.2	54882.1	58433.8	67717.0	50459.3	68920.0	22450.2	73003.8	38685.5	48196.2	53622.9	56121.1	58582.0	55129.7	46811.2	56241.3	48075.5	47765.8	53689.0	70230.0	67301.9	57977.5	56972.9	58155.9	71949.4	43530.5	44081.0	58079.0	46084.9	51453.6	69830.5	54968.1	50998.6	64777.4	49859.6		16301.9	13145.6	30753.3	46220.1	24951.4	49287.2	38838.1	31604.6	42016.9	63855.7	70254.6	48344.7	35146.6	58092.6
TRMT10C	13	13	45368.5		43703.3	41509.5	39712.8	37694.5	37520.4								27096.9					30875.1		46722.5	50719.1	53551.5		35068.1	33614.0	37200.4		39139.4	37677.8		29921.9		21694.2	18382.9	23509.2		32812.7	23372.4		35386.9		27001.9			39331.1		48824.6	63894.6	52003.4			30462.9	58198.9	37263.8	40777.3	52426.4	44213.3	27651.1	51564.3	39977.8	54559.2	44692.0	43704.3	43112.3	52646.5	38960.0	32101.9	58464.2	49979.1	45709.5	33635.7	33775.6	46519.8	49137.6	40636.4	49541.9	45032.2	46283.6	18684.6	28818.3	18675.5	15752.5	38021.3	31134.9	45123.4	29802.2	24614.1	38371.2	46271.6	36673.5	34944.3	38782.0	45496.9
TRMT11	2	2	3969.98																																											1075.16	4860.45		2518.26			3387.02	6547.88				2847.72		2629.82	2496.02	2381.58			3697.34	1662.84		3114.49	3317.58		2338.43	1463.45		5518.94		1390.23	3957.13			998.05	1977.81	3844.09	1760.11													3717.46	2892.19	2830.74
TRMT112	6	6	62331.1		86359.0	57799.4	36583.1	32024.6									75788.3					81347.6	55200.1	54423.0	60802.5	62457.7		63866.0	54195.3	46182.3	80498.8	40691.0	53783.6	103737.0			90670.4		64847.2	47338.2	64769.0	51056.2			64145.1	55509.9		75272.8	47591.9		79555.8	73203.1	57494.7	66374.3		66818.3	55405.5		63505.1	48090.8	49031.6	60330.6	91369.7	70605.7	51252.8	66614.2	66162.4	64844.5	63620.5	70038.6	69909.0	45508.3	57829.9	96451.0	36253.9	57501.4	63926.0	44376.6	44645.9	54340.7	61749.6	76580.5	26665.7	54036.3	54636.8	63022.9	56358.4	61926.5	62204.3	80413.5	80054.7	61155.2	66007.3	68873.3	51396.5	59703.8	44452.3
TRMT1L	9	9	19195.8		18992.5		23960.7	23234.3									21875.0					36676.6		24421.6	24593.2	19835.2		18336.2	30960.9	27323.3		20274.5	30396.7	30380.5			15174.9		23698.3		26910.8	44620.9		20107.4	25938.3	24210.5	20096.7	18468.5	26535.2	30944.5		26004.3	26146.1			27725.9	27125.2	21816.3	26175.6	23892.8	19042.5	24348.0	25445.8		18009.0	22147.3	27256.5	22124.7	37167.4	18420.0	27256.0	20042.3	15896.6		29895.7	21777.2	17886.9	23450.7	30200.5	16522.3	25223.7	25397.7		20756.9		20323.8	22714.4	20665.6		20613.5	18871.3	24904.6	36172.0	24177.3	12964.3	24476.1	28823.4
TRMT2A	5	5	2405.87		6680.64																						2324.21			2828.28			4954.1								1699.05					3236.91			2845.06	5660.5			4474.32		15971.8	4807.1	6008.39		2461.38	2298.33		5947.68		5709.7	3079.5	1997.39	3755.46		3626.34	5355.34	2919.75	4473.39			3068.37	4469.71		3642.22	6530.63			6990.55		2715.0			4983.63	5871.49	4709.05		5953.73	5544.76	4041.94	3899.82	5441.59	4016.04	5616.82
TRMT2B	2	2			5542.77																			4579.52					5793.79	5477.42		3574.88										5300.56				2305.84													2810.97	3078.96								6535.64			3759.56	2113.46						6040.83	1746.72			3178.32											5762.92		6098.48	4960.49	
TRMT5	3	3	26003.5		29255.1	9906.25	11058.8															13429.2	16937.2	12267.8		15681.7		7142.46	13865.5	9344.52		17955.3	12146.4	14678.2							10574.3				10315.9	13146.3		9736.11	12771.9		15829.4	14255.1	12738.2	17762.7		8964.78	13072.3	13084.3	15458.0	11860.6	11995.4		18759.9	15004.8	9364.77	18730.9	13991.4	14621.1	16188.6	17458.4	14921.5	12800.5	9619.74		15434.3	10420.2		14710.3	14038.5	20389.7	17230.4	19440.1				7737.87	10209.9	12770.0	18032.7	16222.6	14535.0	16322.3			10739.7		12893.6
TRMT6	11	11	29655.6		34229.1	45455.2	15393.3	28719.7	25136.5				25128.6				30173.2		41906.6		45155.1	45298.0	41965.3	28378.9	35026.0	36791.1	20647.1	43446.7	31888.4	31256.2	42959.3	22762.3	30425.1	39859.7	19047.1	25790.5	32577.1	38385.4	25741.3	29924.2	30442.3	27323.1		29514.2	41649.6	26940.3	35072.3	30472.9	31457.7	25582.7	41091.0	36454.6	36071.4	41671.0		38667.3	36628.5	28405.3	35049.4	33519.0	47311.5	36253.1	62001.4	35745.4	45438.9	32726.1	38324.1	35031.8	41867.7	43154.3	34214.6	34540.8	22473.1	38332.9	25198.9	31255.3	25441.8	54105.5	34469.7	28586.7	30293.5	40321.0	23420.9	18771.6		24515.1	27942.0	18548.6	31086.9	26437.2	26355.3	27039.7	36539.4	33730.6	20665.7	27880.0	32282.5
TRMT61A	3	3	20737.1		32563.6	41770.3																		34926.5			36394.7	29284.0	27454.2	35258.7											31929.7				61859.3	18356.5	79431.0	45720.8	24091.9				38485.6	40219.7		69490.0	24419.7		33053.8	25426.5	28286.2		49507.2	36877.1	21723.2	29083.5	14157.4	39702.6	18674.6	34460.5	27751.6	32746.0	23570.3	60372.8		47251.9		46355.2	26724.9	30575.7	37102.7	44765.8				60574.9	26023.0		38326.0		20969.8		37463.1			22733.4	26863.0
TRMU	7	7						112882.0																67582.4	178216.0	133621.0			121505.0	166578.0		128284.0	214050.0				109564.0				137333.0					133541.0			172681.0		128073.0	151282.0	151143.0	128154.0			153896.0	132498.0	132188.0	165191.0	135245.0		126000.0		139435.0	158610.0	112706.0	204156.0	185749.0	158350.0	139850.0	148979.0	145569.0		99183.8	110173.0		148368.0	124376.0	158192.0	171892.0	152124.0	146945.0				123220.0	168620.0	164693.0			119960.0	109752.0			84553.9	157911.0
TRNT1	9	9	40684.0		53962.2	47701.5	38068.3	45987.5								73487.5	69874.6					89083.8	61709.1	35906.9	92672.9	65122.0	36586.6	66810.1	50238.2	38298.4	27057.7	38817.9	53321.5	60982.4	54230.6	59481.0	74066.3	49861.0	37476.2	61857.7	58909.3	31834.3		46107.7	69120.7	49631.2	47372.5	31659.4	42017.7	73212.6	45053.6	43647.3	56139.5				47275.9	41023.7	60637.5	51162.5	48299.2	44535.0	55303.4	52282.7	50601.1	52153.1	42170.3	53648.1	63336.5	54926.6	56532.5	65090.9	51401.3	33855.8	40609.4	54621.0	57740.3	53103.4	69896.9	44318.0	58795.0	79147.8	69232.3	52204.6	39576.2	61173.4	42160.9	60607.2	46522.7	58329.4	50437.2	57137.7	59364.8	45040.3	55493.3	64157.9	50940.9
TROAP	1	1																																												241.594			886.289				311.579	1128.77					943.857	382.617	718.476		620.781			954.699	421.931	964.424	730.412	717.071		618.021	620.467					435.29	853.565	834.874							1374.75						737.097	554.247			786.159
TRPM4	5	5			8004.34												20390.3						10811.6		13931.9	16933.0		10415.1	22941.6	14176.9			14249.5	18832.3							6604.86	9315.22				10817.9			9699.5	15289.4	13892.5	8895.25	6658.02			14897.0	11186.4	8247.67	4816.81	5848.34	12054.2	11548.6	11784.0	24169.7	9385.69	6057.45	7280.36	10070.2			5296.45	8643.68			6512.52	8344.02	6947.22	7253.18	7676.7	8010.39	9727.14	8318.03		11312.1	13027.7		7459.25	14076.9	12346.6		6892.53			10536.6		9390.62	12773.4
TRPS1	21	21	23397.9		32424.1	33726.9	27565.8	32617.9	15091.4				9439.34				31583.3		26176.9		16115.4	57034.2	42455.7	25417.4	27497.4	39257.6	11122.2	30771.3	20983.9	26063.0	15300.1	31502.6	27457.3	32785.0			7552.3			10562.8	11739.3			12738.9	11476.6	14519.6	12131.1	13097.2	11710.7	9918.02	7300.43	9081.52	8474.86				11415.5	6465.41	6344.44	8071.44	7438.39		10673.3	5851.78	10935.0	8637.09	7127.25	8129.64	8336.11	11061.4	8944.72	10253.5	6037.85		6055.67	6763.96		11772.1	9462.72	8439.6		7180.03					5961.25	8566.28	8889.7		8242.0	5025.85			4656.93	7635.89	7166.18
TRPT1	2	2	7597.81		8150.69			9461.84	8511.45						7929.51		6682.36					12614.6	11982.2	11136.0	16115.8	8726.83	3189.16	5695.35	7287.22	5416.3	20278.3	5558.23	4196.04	14009.3	13914.5		15969.3			8573.56	10599.2	7511.41		7438.46	9355.01	7643.4	9012.17	9550.54	7711.03	6785.24	9978.38	9196.35	6764.17			8729.83	8246.58	5278.24	4742.85	5132.67		7029.76	10055.9	6005.35	5975.01	7847.32	7368.05	7820.71	7206.9	7360.82	8356.24	3885.48	4251.89		8046.05	4737.86	5865.58	6045.08	5305.85	4341.91		8403.87	7634.07	9395.95	8295.81	5237.78	8269.65	5828.48	4673.1	10244.9	6636.19	7194.59	4568.74	7722.0	8013.73	6100.12	5461.26
TRPV2	5	5																										19171.8							44934.4		30395.3		30343.2				64054.5			21258.6		23788.2	15767.6			17946.4							17407.6	17204.3								13527.3			21417.1	17835.2	16117.9			16501.0					15035.5		14699.6	27994.2			19730.7	33659.0	23953.1			24367.1		24867.2	21542.1		16453.8
TRPV4	2	2	5556.68		5146.98		4468.92	5030.45									12843.6					5690.48	18552.7	10685.7	5292.13	8264.75	9447.3		7358.77	10946.4		3709.99	12761.1	5286.91												3071.1													1629.62	2274.32	2610.69			3146.95	1673.41				2113.31		1741.24					2825.83	2269.72			2178.17											4876.62	2850.99				2581.54	
TRRAP	36	36	38319.0		31674.0	26827.0	31499.9	27547.0	39062.7								33085.6			47280.3		45638.2	26490.9	38442.7	49302.7	51838.8	30798.4	45925.4	31241.6	50171.8		38803.7	40334.4	39053.4	25638.3		38122.5	46431.2	37824.4	31819.4	49225.7	45684.1	39166.5	36517.1	30694.2	43890.0	35531.2	29164.1	41905.6	36793.2	36706.1	42655.5	43773.4			29440.5	48272.4	24659.1	44065.2	43451.0	44639.2	29399.0	44778.7	26780.0	54437.7	44801.9	46981.8	47540.5	46905.3	52384.9	46822.0	44297.8	36505.2	29609.1	34698.9	43836.7	26817.7	64708.4	47953.9	38956.5	41844.5	26940.8	28875.4	34539.0	33788.7	41837.8	37748.0	38333.3	35822.5		32432.1	34406.5	49322.2	40249.7	30915.3	29695.5	45313.9
TRUB1	3	3	9754.99		17776.1	12356.0	5967.55	11539.0					35154.7									6940.66		10433.4	20755.3	9784.47	10659.4		11260.8	8580.73		6669.76	7212.58	13782.4			9306.29	12766.7			7620.27		9128.68	7967.72		14192.3		7036.91	11616.8	12611.7	12192.3	12763.7	13093.2	12524.0			9231.38	11354.1	7871.2	13586.4	16227.9	7304.53	11800.7	8127.1	9249.21	7777.6	14363.9	11564.2	13806.0	6514.96	7114.48	11979.3	11271.2	9302.09		4069.6	9406.63	9055.82	8183.8	5855.74	14639.9	13526.3		4653.39	6722.98	8134.83	4584.99	5705.01	11224.8	15078.4	3492.89	8542.13	7152.44	8102.83	8095.41	9755.76	9164.69
TRUB2	3	3																																															3396.68			5384.12	4682.72				2914.46			4826.01	3980.21			3862.91	3291.42		6090.54	4661.41	6008.87	5107.62	3320.54	5262.75	3403.04			2287.97	5221.13	4210.05	3319.62	4090.42	5343.99						2045.96						8344.41		4801.73	3784.98	4903.96
TSC1	3	3	1645.96		372.512	3718.83		1191.71									3602.43					1450.59		2236.43	1259.61	837.917			787.691	1631.72		1570.21	1173.92								1459.81	302.024				1690.39	903.948												706.733						548.487					467.114	511.182	497.151	748.361		628.875	446.967	245.442	328.642		248.987	292.637			243.398		1105.35			445.929		294.949						421.173
TSC2	8	8			3709.3	4128.7	3457.61	5482.38	9119.69								10691.1						9787.11	7731.36	7914.01	4289.63		7047.33	6907.05	4105.92		11413.4	5628.89	8099.9	12391.5		4652.96			7382.25	9504.91	4451.3			6836.73	7576.19		8142.79	6479.12		8507.74		6319.41			7944.53	3931.43		8288.38	5809.94	4520.45				7149.42	5901.02	8573.13	7793.45	8760.71	8857.58	4132.38	5577.45	7270.16		9673.78	5814.81	4214.29	7971.6	6970.24	4752.81		5325.59		11260.0		13368.9	11457.4	7312.41	6411.22		5481.71	10779.1	9712.08	8856.92	3721.42	3578.99	6770.59
TSC22D2	3	2				58885.6																	72860.7			45108.3			37503.9	26359.1			26070.4						98895.5							16152.9			36474.1								31182.7	18844.1	26760.7	31418.9	35578.7	70148.0		21625.0	9624.93	20645.1	40619.9	30614.3		29506.7	27605.1	22570.7	25991.5			26732.6		9785.98	24160.0		18469.2	14217.8		23539.7							19848.1	15602.8	31810.9			37643.3	27815.7
TSC22D4	9	9	65569.4		148622.0	71030.1	41781.6	78349.7					49789.2				142842.0		244502.0		77026.2	237360.0	206471.0	101511.0	227624.0	201137.0	88266.8	243992.0	86184.4	93670.0	241688.0	119895.0	82809.9	217881.0	122566.0		154421.0	99464.1	72227.0	105793.0	123746.0	109310.0	54066.8	101300.0	116011.0	106802.0	150092.0	170806.0	32370.1	47861.0	31860.4	32971.2	36656.4			40710.0	42213.9	37425.1	46175.9	30810.0	23336.8		37524.9	43050.6	45083.1	32574.4	35444.1	33736.8	37419.1	27936.6	40587.8	31672.1	37441.0		41425.7	42504.2	25471.6	42701.9	39725.5	34135.5	37667.4	25247.2	124247.0	78350.6	79818.9	93966.8	53018.0	74944.9	49502.6	110108.0	85658.6	61507.9	40973.5	62955.6	62265.4	55595.8	34944.0
TSEN34	10	10	9073.09		16021.0	12650.9	6183.58	8487.34	15299.7				15600.3				8209.35				10282.7	10795.8		11852.1	9874.38	7067.21	6150.68	8403.16	9468.86	8780.96	8697.93	7359.75	9120.19	11256.6	8571.93		6644.52	12598.7	8408.57		10960.7	11302.6			9123.7	9391.43	8170.78	12129.7	13225.7	13416.0	17321.5	11789.8	13027.4		17012.9	11210.4	10979.3	8107.1	9403.99	14064.9	10409.4	14938.9	13664.9		10202.4	15386.0	16477.5	10830.0	12387.9	13807.6	9457.84	14778.5	12802.2		9906.98	11217.9	13320.1	13823.9	11982.1	12397.4	11923.0	13124.3		6663.65	7577.4	10761.0	10708.5	9294.2	14073.6		8266.27	10507.8	13712.7	10610.7	5987.35	7072.46	10301.9
TSEN54	2	2			23639.7																					14692.5							11294.9				19928.8				31490.8					22789.2			21208.2				19334.9				33144.9			27512.7	22821.7								16446.8	29335.5		30157.2				27247.2		20871.1	19067.0	22166.7	35581.7	29848.5				16448.7			35261.6				17278.2			21463.9	33143.1
TSFM	2	2	12591.8			15038.8	10236.4	8562.48														9855.34	14266.9	11444.5	14391.8	10802.6	10686.4	9265.71	8279.51	8734.2		15021.1	11769.0	13684.6			7258.83	12433.9			8824.05	12304.8		9230.34	10733.4	11911.4	15408.9		3218.04			2623.66	2997.14				5608.41		2625.46	5493.08	5474.63		7649.66	10983.6	4480.88	5556.64	7233.29	6611.51	7360.75	6088.27	7541.03	5830.52	6554.46		4905.62	5203.2	9313.52	4105.4	5499.53	5304.72	4506.39	6989.05		9027.46	4829.83	9075.26	8216.85	7243.54	6493.4		9852.7	6814.41	5978.89	7444.5		7741.64	5854.41
TSG101	13	13	186538.0		178757.0	140104.0	160091.0	195186.0	175735.0								141739.0				132823.0	151674.0	188557.0	135039.0	177291.0	151616.0	98903.9	145490.0	131380.0	128890.0	157675.0	182401.0	169494.0	157919.0	167372.0		163364.0	146174.0	164551.0	127358.0	170057.0	156851.0		147559.0	106197.0	154107.0	202428.0	103479.0	155649.0	156512.0	125503.0	109361.0	138682.0	118687.0		499388.0	145707.0	158291.0	149932.0	117026.0	112579.0	104574.0	143925.0	407341.0	121501.0	142361.0	120339.0	131636.0	103783.0	102617.0	121366.0	150745.0	142061.0	173839.0	152788.0	146020.0	111983.0	124446.0	110251.0	168023.0	145693.0	148476.0	138531.0	137136.0	182051.0	178473.0	124489.0	221102.0	158922.0	242375.0	151212.0	163347.0	111724.0	145118.0	125401.0	188264.0	129863.0
TSKU	2	2																																												387.799			2351.19				847.496			2331.31			1383.39	533.02				3028.89					1000.15			2421.29								1556.19								1556.96							1684.29	2083.66	930.045
TSN	11	11	347054.0		174878.0	371144.0	386296.0	411175.0	419035.0	713208.0		740470.0	879069.0	1296320.0	1143870.0	497408.0	525665.0	595318.0	387076.0	614167.0	729252.0	332848.0	456550.0	547266.0	476655.0	416433.0	522252.0	339368.0	527214.0	613550.0	518761.0	426545.0	584959.0	414015.0	529336.0	491546.0	595401.0	527803.0	508387.0	711485.0	564580.0	640586.0	503716.0	616765.0	669004.0	466968.0	767274.0	462459.0	503102.0	647890.0	418517.0	476124.0	395110.0	676066.0	872158.0	1118780.0	594531.0	497667.0	453488.0	483236.0	472654.0	538279.0	841488.0	650327.0	555064.0	594791.0	594910.0	576321.0	497195.0	480279.0	517224.0	600013.0	600227.0	797213.0	498697.0	612597.0	456878.0	613772.0	588650.0	516796.0	533029.0	706251.0	564908.0	361438.0	387855.0	432937.0	395934.0	545022.0	497328.0	572672.0	382589.0	490010.0	549134.0	440299.0	501148.0	592385.0	535242.0
TSNAX	10	10	131287.0		234565.0	138954.0	113880.0	128476.0	138300.0				315539.0				205192.0			201901.0	247207.0	162629.0	128616.0	213893.0	229935.0	183764.0	183486.0	133938.0	195787.0	160004.0	125063.0	134048.0	164956.0	126131.0	161962.0	136530.0	191485.0	151110.0	114078.0	186154.0	158040.0	186834.0	137539.0	249563.0	138589.0	153179.0	258613.0	147842.0	208519.0	272520.0	247128.0	207494.0	172736.0	337267.0	241792.0	254002.0	235972.0	136442.0	200258.0	202990.0	172521.0	310092.0	238301.0	218570.0	177526.0	226275.0	199993.0	216116.0	189405.0	133263.0	206280.0	209133.0	208911.0	217847.0	165361.0	162682.0	203804.0	200135.0	224136.0	183767.0	246459.0	224443.0	171436.0	116995.0	105228.0	169092.0	123595.0	144542.0	144243.0	110476.0	124245.0	147665.0	175013.0	181563.0	162277.0	161416.0	194060.0
TSPAN9	1	1						2939.75													7903.42	3375.91		2281.99				2209.38		3648.57																2930.88			2338.31			6153.31	2202.85				2583.05			2418.79						1525.44		2397.41	1920.2	975.827	2883.87		3068.11			1621.07					2401.87	1717.64					2027.74	4568.16								3192.59	1839.95
